Sprite,Entry,Author
1.120.png,POKENAME likes to be in the sun while it takes in heat and turns it into energy. It rarely gets angry when bothered and likes to keep things peaceful.,krsgaming
1.121.png,"POKENAME drift along shores, absorbing sunlight and storing energy in their jewels. At night, the glowing jewels appear like constellations scattered along the beach.",Wildheartrazorfangs
1.122.png,"POKENAME wave their hands in intricate patterns to help plants grow with their psychic powers. Though the motions seem random, they eagerly show off their unique performances.",Wildheartrazorfangs
1.123.png,POKENAME use their blade-like arms to dig into soil and plant rows of seeds. They only wield their blades in combat if someone or something threatens their gardens.,Wildheartrazorfangs
1.124.png,"POKENAME gather leaves from the forest to fashion into elaborate gowns. They pride themselves on their performances, singing in grassy fields at sunrise to welcome the new day.",Wildheartrazorfangs
1.125.png,"POKENAME spin their arms rapidly to generate electricity and charge their bulbs. Once fully charged, the bulbs glow brightly and can release electrified spores.",Wildheartrazorfangs
1.126.png,"POKENAME release highly flammable spores from their bulbs. These spores billow like smoke, surrounding foes to weaken them before setting them aflame.",Wildheartrazorfangs
1.127.png,POKENAME wrap leaves around their horns to avoid tearing through trees as they tend to seeds. Unwrapped horns can slice trees in half in the blink of an eye.,Wildheartrazorfangs
1.128.png,"POKENAME are very popular on farms, where they use their vine tails to help pull plows. The leaves around their necks help them gather sunlight for energy even while they work in the fields.",Wildheartrazorfangs
1.129.png,"Unlike Magikarp, POKENAME intentionally leap onto land to absorb sunlight through their leafy fins. However, they still struggle to navigate back into the water efficiently.",Wildheartrazorfangs
1.13.png,"The bulb on POKENAME's back contains a potent poison. When threatened, it vibrates the leaf at the tip of its tail as a warning.",strawbearycandy
1.130.png,"POKENAME lead parades of Pokémon through forests to celebrate springtime. They gather leaves underfoot, planting sprouts as they travel and watering them on their return to lakes.",Wildheartrazorfangs
1.131.png,"POKENAME transport lost or tired Pokémon great distances, gently cradling them in their bulbs. The temperature in the bulbs is regulated by photosynthesis and POKENAME's ice powers.",Wildheartrazorfangs
1.132.png,"POKENAME use their gelatinous bodies to navigate tree roots. When they find a secluded spot, they emerge slightly to let their bulbs absorb sunlight, mimicking sprouts to blend in.",Wildheartrazorfangs
1.133.png,POKENAME are highly adaptable and able to thrive in nearly any environment. It is believed that the bulbs on their back sprout flowers of different functions depending on the climate they live in.,Wildheartrazorfangs
1.134.png,"Living in forest rivers, POKENAME use their fins to reflect sunlight to repel attackers. They dip their tails into rivers and release spores from their bulbs to help purify the water.",Wildheartrazorfangs
1.135.png,"Living deep within rainforests, POKENAME use their bulbs to store energy from electricity instead of sunlight. They run across treetops during storms, acting as lightning rods to catch stray bolts before they can strike trees.",Wildheartrazorfangs
1.136.png,"Living in tropical climates, POKENAME use their leafy tails and manes to absorb energy from sunlight and store it in their bulbs. The excess energy from their photosynthesis runs hot, allowing them to produce flame from their bulbs.",Wildheartrazorfangs
1.137.png,"Said to have been programmed to help create digital landscapes, POKENAME float through fields to plant seeds. While the seeds are completely organic, POKENAME always seem to buzz in an odd chorus of five notes whenever they start their work.",Wildheartrazorfangs
1.138.png,"A POKENAME's shell is made out of chloroplasts, allowing the body to constantly gain energy from photosynthesis even when hiding within them. The additional weight of the shell causes POKENAME to tire out more frequently.",Wildheartrazorfangs
1.139.png,"POKENAME use their vines to help carry their shells during travel or protect them during photosynthesis. If their shells ever crack, they will shoot off spiny seeds as both a defense mechanism and a way to grow a new one.",Wildheartrazorfangs
1.14.png,A wild POKENAME will protect the unarmored bulb on its back with its life. This bulb contains nutrients vital to its future evolution.,strawbearycandy
1.140.png,"Said to be remnants of ancient plants, POKENAME crawl onto shore during the day to absorb nutrients from sunlight. At night, they return to the water, shedding any spare leaves along the waves.",Wildheartrazorfangs
1.141.png,POKENAME fashion blades out of the leaves that grow from their arms and use them to fight over sunny territories on beaches. They design the blades with specialized curves that help them catch the water as they swim.,Wildheartrazorfangs
1.142.png,"POKENAME spread their wings high in the sky to absorb sunlight, casting a fearsome shadow below them. It is believed that these Pokémon ruled ancient forests from the treetops, their piercing cries causing leaves to fall from trees.",Wildheartrazorfangs
1.143.png,"POKENAME wander through forests to gather as many berries as they can. Whatever they don't eat is stored in their bulbs for later. If a POKENAME gets tired before their next meal, they will share the berries with smaller Pokémon before they sleep.",Wildheartrazorfangs
1.144.png,"Said to appear on the first or last day of winter, POKENAME's spores can either help collect or clear snow. The frost that POKENAME creates can preserve plants through the winter, allowing them to grow back stronger the following spring. ",Wildheartrazorfangs
1.145.png,"POKENAME flies cloaked in storm clouds, charging its bulb with lightning before producing radiant beams when the storm clears. These concentrated beams of energy will accelerate the growth of plants they touch.",Wildheartrazorfangs
1.146.png,"Said to have been brought to life from a stray sprout caught in a wildfire, POKENAME gathers fire along its wings to redirect it away from nature. Once cloaked in flame, POKENAME will emit light to aid in photosynthesis in its environment.",Wildheartrazorfangs
1.147.png,"Carefully coiled around their bulbs, POKENAME will lash out at anyone that threatens them.  Those that take the time to properly train POKENAME will find them to be deeply loyal and affectionate.",Wildheartrazorfangs
1.148.png,"POKENAME store energy from photosynthesis in the bulbs on their tails. This energy travels along the POKENAME's body, allowing them to produce mystical flames from the orbs on their necks or beams of radiant light from their horns.",Wildheartrazorfangs
1.149.png,"Despite their large stature, POKENAME are very docile and friendly Pokémon. If angered, they will shoot a stream of flames from their mouths. These flames contain mystical powers, only harming those that have incurred a POKENAME's wrath.",Wildheartrazorfangs
1.14a.png,Exposure to direct sunlight will dramatically speed up the evolution process. POKENAME will use its vines to move out of shadows if necessary.,kandyman
1.15.png,"The bud on its back carries so much pollen that it must expel at least half its contents daily, lest it become too heavy to fly.",kandyman
1.15.png,"POKENAME has been known to drop from tree branches onto prey and unsuspecting Trainers. If the initial ambush fails, it immediately flees.",strawbearycandy
1.150.png,POKENAME shows great interest in plant life and is very protective of nature itself. It's capable of materializing flora out of thin air.,8xviktor
1.151.png,"Said to have planted a seed that sprouted into the first tree in Kanto, POKENAME flies throughout the region to look after the growth of forests and budding sprouts. When POKENAME laughs, flowers bloom around it in vivid colors.",Wildheartrazorfangs
1.16.png,"POKENAME hop between branches to strengthen their wings. If they fall, they must catch themselves with a Vine Whip before hitting the ground.",strawbearycandy
1.165.png,Fusing with Bulbasaur has made Ledyba even more sensitive to the cold. POKENAME spends most of its time gathering energy from the sun to survive days with cold weather.,DarkWeavile428
1.17.png,POKENAME constantly emits poisonous spores to safeguard its territory. The incapacitated trespassers are then either carried out or eaten. ,strawbearycandy
1.172.png,"On sunny days POKENAME will absorb the sun's rays and on cloudy days it will charge electricity. As a result, POKENAME is often full of energy.",DarkWeavile428
1.174.png,"It bounces its body to move forward. With each hop, it releases a bit of sweet-smelling pollen into the air.",.izik
1.175.png,"POKENAME can tuck itself into its bulb-like shell for protection and camouflage. If a predator gets too close, it can also spray a pollen meant to reduce aggression in others and pacify them.",sk372
1.177.png,"POKENAME thrives among weeds, where it hides from larger predators. Its affinity for untended plants allows it to flourish in places other Pokémon avoid.",.izik
1.18.png,"Instead of flying, it glides using the leaves that make up its plumage. To change directions, it must shed these leaves in a very precise manner.",kandyman
1.182.png,"After the rainy season ends, POKENAME comes out to dance in the sunlight. The bulbs on its head gather and store energy from the sun, preparing it for the next rainy season.",Mistycloud
1.19.png,"POKENAME conducts photosynthesis through its skin cells to gain energy. However, it still loves eating trash just for the fun of it.",kandyman
1.19.png,"POKENAME spends its days alternating between frantic foraging and lounging in the sun. Even while resting, this Pokémon is always on alert.",strawbearycandy
1.197.png,POKENAME are more active at night than most Grass-type Pokémon. They're often found asleep in a moonbeam.,deelee2020
1.198.png,"POKENAME emits a scent reminiscent of sage, which other Pokémon find calming. It often carries dried leaves in its mouth, offering them as gifts to those it trusts.",.izik
1.2.png,"A Bulbasaur whose seed hasn't finished blooming. The bud on their back is too heavy to carry, and so, they prefer to laze around in the sun.",Shuichi_le_sushi
1.2.png,"The bulb on its back has begun the flowering process too early. As a result, POKENAME is sickly and weak.",themicelegion
1.2.png,People often mistake POKENAME for an Oddish fusion. It's only when they see its face that they realise it is no Oddish.,watermelonchild
1.20.png,"POKENAME keep their incisors at a manageable length by gnawing on tough vegetation and discarded scraps. Despite their short legs, they move quickly.",strawbearycandy
1.200.png,This Pokémon's head contains an enormous amount of nutrients. It spends much of its time fleeing from herbivores who mistake it for a seed. ,Marvin the Marrow Muncher
1.201.png,"POKENAME is often seen floating aimlessly towards brightly lit areas. During rainy days, it would hide itself underground for protection.",jaminmcready
1.204.png,"POKENAME collects moss to cover its body, helping it stay hidden from predators. The moss also serves as insulation, keeping it warm during cooler nights.",.izik
1.21.png,Groups of POKENAME often squabble over food even if there is excess. Their sensitivity to pollution means they are rarely seen in urban environments.,strawbearycandy
1.219.png,"POKENAME is extremely friendly, and eager to share the nutrients within its bulb with others. Unfortunately, its body is entirely compost, and smolders too hot for most other Pokémon to withstand.",Dylonk25
1.22.png,POKENAME diligently grooms its bulb and feathers to remove anything that might disrupt photosynthesis. Its long neck makes reaching everywhere easy.,strawbearycandy
1.23.png,"When startled, POKENAME will rattle the seeds contained in the bud on the end of its tail. These seeds are considered a delicacy when sun-dried.",kandyman
1.230.png,POKENAME is often found at the bottom of dense kelp forests. Oblivious Pokémon that wander into its territory are immediately shot with massive seeds.,Schwaus
1.234.png,"POKENAME is one of the most gentle Pokémon to live. If it finds an injured creature, it'll wrap their wound up in vines like a bandage.",typhloquil
1.24.png,"POKENAME can absorb large amounts of sunlight due to the surface area of its patterned belly. Using this energy, it can go months without eating.",strawbearycandy
1.240.png,"POKENAME spews bright flames from its mouth when it is healthy. Ironically, these flames can set fire to the bulbs on its head, damaging them.",_snakeywakey_
1.25.png,"POKENAME loves sleeping on and eating solar panelling, much to the annoyance of energy companies. A single panel can keep a herd fed for a week.",kandyman
1.255.png,"POKENAME excitedly gather berries to brew into potions within the bulbs they carry. Once their concoctions are ready, they plant the bulbs that will grow into beautiful trees with leaves of various colors.",Wildheartrazorfangs
1.26.png,"The more electricity POKENAME consumes, the larger the bulb at the tip of its tail becomes. Petals can be seen poking out as it approaches evolution.",strawbearycandy
1.263.png,It fires small seeds from its arms that grow incredibly quickly once they hit the ground. POKENAME has commonly been used to help reforestation efforts.,Mistymagius
1.27.png,"POKENAME burrow into the desert sand to rest during the day, leaving their bulb aboveground to absorb nutrients from sunlight.",Raza
1.273.png,"POKENAME fly around their opponents, releasing clouds of spores from their bulbs to poison them and wear them down. Outside of battle, they reduce the toxicity of the spores to heal damage done to their allies instead.",Wildheartrazorfangs
1.28.png,"The bulb on POKENAME's back has started to bloom. In the wild, they will defend themselves by shooting off spare leaves growing from it. ",Raza
1.29.png,"POKENAME tend to keep to themselves. If it feels that the bulb on its back is threatened, however, it will attack with its poisonous horns.",Incognito1234
1.291.png,"As it grows, POKENAME's ability to communicate with other POKENAME reaches further and further. The limit to how far a POKENAME can potentially contact another is not known. When flowers bloom across its body, it is ready to evolve.",bobosmith01
1.294.png,"No one can wake POKENAME as it naps in the sun. However, when the sun sets, it becomes far more energetic than its sleeping habits would suggest.",mysteriouswraith
1.3.png,"It lures in its foes with its innocent-looking head and sweet fragrance. Once the foe's guard is down, it will strike them down with its massive body.",Soup1900
1.30.png,It cares deeply for fellow fused Pokémon. It is often caught in a dilemma between protecting its own bulb and those of other POKENAME.,fixthewifi
1.300.png,"The carnivorous sprout on POKENAME's head is newly developed and not very intelligent, relying on the body to guide it. If it's not fed regularly, it throws a tantrum and tries to rip itself from the body.",Mistymagius
1.31.png,"If a member of its evolutionary family is threatened, POKENAME will lash out violently with its horns to protect it, even at the risk of damage to its own bulb.",fixthewifi
1.310.png,"POKENAME lives in hidden, greenery-filled caves deep underground. To find one naturally is considered a sign you are near an awe-inspiring sight.",VeteranAdventurer
1.32.png,"POKENAME have large ears to protect the bulbs on the back of their heads. These ears act as solar panels, absorbing sunlight to produce energy through photosynthesis.",Wildheartrazorfangs
1.327.png,"When bludgeoning won't do the job, this haunted, club-like Pokémon expels plant-based projectiles from its seed head.",abstrusePaladin
1.33.png,"POKENAME use the horns on their head to move roots at the bases of trees, creating a sleeping spot. They sleep with only their heads and bulbs above ground, gathering energy in the morning through photosynthesis.",Wildheartrazorfangs
1.335.png,"POKENAME can be seen napping around lakebeds, quietly absorbing sunlight through the bulb on its tail. ",fuzzythelion
1.335.png,"POKENAME swim gracefully in swampy areas with large bodies of water. Each autumn, they shed their leaves, which are prized as ingredients for making dye.",flickeredflame
1.339.png,"This Pokémon is popular among gardeners for its cuteness. Its long, ribbon-like vines are used to absorb additional sunlight while photosynthesizing.",MelodyDeLune
1.339a.png,"An extremely kind and nurturing Pokémon, POKENAME uses its vines as an extension of its limbs. It enjoys using these to play with many small Pokémon.",volvonovic
1.34.png,"Despite their large stature, POKENAME are very nurturing Pokémon. They burrow with sprouts, gathering sunlight in their large ears and enriching the soil through photosynthesis to grow new trees.",Wildheartrazorfangs
1.341.png,"POKENAME is known for shaping continents by launching seeds from its back that sprout into dense forests. As it evolves, the trees that it once planted become more resilient.",9000
1.35.png,Their strange bulbs glow on nights of the full moon. It is said that a POKENAME's bulb contains Moon Stones that channel their mystical powers and allow them to fly.,Wildheartrazorfangs
1.352.png,"POKENAME's bulbs are filled with different spores. The left shoots out poison, the right one stuns, and the back makes you sleep.",Xenophacilus
1.356.png,POKENAME is even more difficult to spot than other species of Ninjask due to the plants on its body helping it to blend in with other greenery. It grows leaves around its head to muffle its normally loud cries.,darkweavile428
1.36.png,"Appearing in gardens under the light of the full moon, POKENAME release a strange, mystical light from their bulbs that helps flowers bloom in vivid color.",Wildheartrazorfangs
1.362.png,"POKENAME lies in dense forests, using its appendages to grab and eat small Bug-type Pokémon. It then uses the nutrients to nourish the bulb. No one knows what plant matter is inside the coffin.",crumple_2
1.365.png,POKENAME's bulb is filled to the brim with flammable liquid. It waddles slowly to avoid spilling a single drop.,Xenophacilus
1.366.png,"POKENAME float above the jungle forests, lighting the way for people and Pokémon alike. They are regarded as beneficent, as POKENAME are never seen damaging the forest using their flames.",quackquackattack
1.37.png,They can often be spotted with flowers on their tails. Each tail can grow a different flower species on it depending on the POKENAME's environment.,KitArchen
1.370.png,"POKENAME hide among the short grass at beaches, gathering energy from the sun while they sleep. Sometimes, large groups of POKENAME join together to imitate grass and avoid preying bird Pokémon.",leandermalurt
1.38.png,An enormous flower bud sprouts from its tail. The large growing bloom inside radiates mystical heat.,clickonflareblitz
1.381.png,"The bulb covering its head protects its powerful mind. It senses beings with small, paper-like growths that emanate psychic energy.",rhysanthemum
1.39.png,"As POKENAME sing, they sway back and forth, rattling the seeds inside their bulb. If people fall asleep from the soothing song, POKENAME spray spores from their bulb in anger.",Wildheartrazorfangs
1.3a.png,"Although the rest of its body has matured, its seed remains as it is. Scientists believe the seed will remain dormant for the entirety of its life.",Soup1900
1.4.png,"POKENAME has to be careful not to accidentally burn its bulb with the flame on its tail. If that happens, it can take weeks for the bulb to grow back.",Benevolent
1.4.png,"POKENAME naps during the day to absorb more sunlight. When night falls, it uses the flame on its tail to replicate sunlight, giving it energy to walk.",Dandistorted2
1.40.png,"POKENAME inflate their bulbs to fly. As they sing, they scatter seeds from their bulbs, creating beautiful gardens where people can rest.",Wildheartrazorfangs
1.400.png,"It happily gathers seeds during the daytime then spreads them at night. When it concentrates, it can make the seeds grow faster.",.izik
1.402.png,"POKENAME floats gently through the air, drifting aimlessly over forests and fields. It occasionally latches onto plants below, leaving behind a trail of spores.",.izik
1.404.png,"POKENAME produces nut-like spores that taste similar to pecans. In autumn, it scatters these spores across the forest floor, enriching the soil for the next season.",.izik
1.407.png,"POKENAME has two independent brains, one shaped like a bulb. When this Pokémon absorbs enough solar energy, the bulb-shaped brain synchronizes with the other, unleashing powerful psychic powers.",fiordaliso
1.41.png,"POKENAME sleep on the sides of caves during the day, exposing only their bulbs to sunlight. At night, they gather berries and plant them near their caves for easier access.",Wildheartrazorfangs
1.411.png,"POKENAME traps the souls of other weak Pokémon it consumes within the bulb. It is nocturnal, gaining energy from the sun while it rests to sustain its nightly hunts.",crumple_2
1.417.png,"POKENAME are aggressive, and relentlessly attack nearby bug Pokémon. It often rests in the sunlight, which heals its green feathers.",Adam941
1.42.png,"POKENAME sink their fangs into trees to absorb nutrients for their bulbs, often leaving withered trees near cave entrances. Drinking too much can make their bulbs too heavy to fly.",Wildheartrazorfangs
1.420.png,"POKENAME spends most of its time absorbing the sunlight, and its leaf-like appearance helps it avoid any trouble.",zweizweihander
1.422.png,The lower body of a POKENAME absorbs energy from sunlight during the day and glows faintly at night. POKENAME draw in prey with this glow and shoot them with poisonous needles to knock them out.,Wildheartrazorfangs
1.43.png,"Smaller than the bulbs they carry, POKENAME live in gardens, relying on people or Pokémon to care for them. Healthy POKENAME with a good home grow darker green bulbs with budding signs.",Wildheartrazorfangs
1.432.png,"POKENAME gives off an eerie presence, unsettling those who venture too close. Its movements are slow and deliberate, leaving others unsure whether to approach or retreat.",.izik
1.44.png,"POKENAME gives off an eerie presence, unsettling those who venture too close. Its movements are slow and deliberate, leaving others unsure whether to approach or retreat.",Wildheartrazorfangs
1.443.png,"POKENAME flies in the billowing white clouds, collecting sunlight for the seed on its back to grow. ",deciduowl 
1.445.png,POKENAME's leaves are incredibly thick and can be seen with large bite marks taken out of them. Its thorns eject a mild poison that is mainly used to physically weaken its opponents.,Mistymagius
1.45.png,"Strong enough to support the bulbs on their head, POKENAME care for the gardens they call home. They gather nutrients in their bulbs and bury themselves among flowers, enriching the soil as they rest.",Wildheartrazorfangs
1.454a.png,"The seed on its head floats in the water, allowing it to perform photosynthesis and rest. Its vines shred Corsola to pieces.",Markusknight
1.455.png,The seed on its back has grown large enough for it to take shelter inside. It absorbs nutrients by napping in bright sunlight.,aPixelPerfectionist
1.46.png,It buries its claws in the soil to absorbs nutrients into the bulbs on its back. It repeats this process daily to avoid having to compete for food.,itsmebrewsky
1.463.png,POKENAME is extremely loyal to its Trainer and will defend them at all costs. The bulb on POKENAME's tail will release dangerous spores if threatened.,Syl_TheGuy
1.467.png,POKENAME stores solar energy in the bulb on its head. Its sweet melodies can control the blooming of flowers on any plant.,fiordaliso
1.469.png,"POKENAME releases its psychic power from the bulb on its head. To fully recharge, it requires a long rest under sunlight.",fiordaliso
1.47.png,"The leaves from POKENAME's bulbs have grown to wrap around their main body. They spend most of their time hiding among tree roots, draining nutrients to grow their leaves.",Wildheartrazorfangs
1.47a.png,"Once their bulb grows too large for their body, they shed it so a new one can grow. These discarded bulbs are used to make curative items.",itsmebrewsky
1.48.png,"POKENAME uses its antennae to detect Pokémon from underground, then pops out of the ground to spray any predators with toxic spores. It is popular with beginner farmers, as they let POKENAME blend in with other crops.",sockedpuppetart
1.49.png,"POKENAME prefer to live on farms, where they use their vines to help tend the soil. POKENAME use their toxic spores to paralyze any insects after the crops and then take them away as their own food. ",Wildheartrazorfangs
1.4c.png,"POKENAME naps during the day to absorb more sunlight. When night falls, it uses the flame on its tail to replicate sunlight, giving it energy to walk.",Dandistorted2
1.5.png,"The bulb on POKENAME's back can be detached and thrown, causing a harmless explosion of seeds. Gardeners often use this to sow in bulk quickly.",kandyman
1.5.png,"POKENAME start their day by grooming their bulbs. In doing so, the spices that they excrete perk them up.",Frokachu
1.50.png,"Nobody knows what the true body of a POKENAME looks like, only that it contains a bulb the head protects. The bulb can connect to nearby roots, allowing POKENAME to command plants at will.",WIldheartrazorfangs
1.51.png,"A collection of three sprouts sticking out of the ground signals a nearby burrowed POKENAME. They create root networks around their bulbs, sprouting small forests or gardens.",Wildheartrazorfangs
1.52.png,"POKENAME live in the highest branches of trees, where the coins on their foreheads blend into the leaves. In the mornings, they poke their heads through the leaves to absorb sunlight for photosynthesis.",Wildheartrazorfangs
1.53.png,POKENAME prowls the wilds with feline grace. Its charm and sharp foliage make it an enchanting and dangerous sight.,anarchaz
1.54.png,"When the bulb on POKENAME's head glows green, it can speak to plants. However, this ability causes severe headaches, making it a rare sight.",Wildheartrazorfangs
1.55.png,"POKENAME swim through rivers at incredible speeds. When resting, they submerge their bodies completely, leaving only their bulb visible like a leafy lily pad.",Wildheartrazorfangs
1.56.png,"POKENAME lives on the tallest treetops to better absorb the sun's rays. When it is not on the treetops, POKENAME will become enraged and attack anyone who comes near.",DarkWeavile428
1.57.png,"POKENAME are agile and energetic, using vines around their limbs to swing through treetops. When upset, they lash their vines at the source of their anger, often tangling themselves.",Wildheartrazorfangs
1.58.png,"POKENAME's fur resembles grass or leaves more than typical fur. They store energy from photosynthesis in their bulbs, releasing it as fire from their mouths.",Wildheartrazorfangs
1.59.png,"Covered in grass-like fur, POKENAME stand atop hills at dawn to gather sunlight. Their roar generates intense heat and light, capable of burning or growing forest sections in minutes.",Wildheartrazorfangs
1.6.png,"If POKENAME's wings are damaged during flight, the bulb on its tail will open and it will drift to the ground in a manner akin to a dandelion. ",kandyman
1.60.png,"They clean ponds of algae by eating it. This makes them popular for home use. However, it is strongly advised not to use them for chlorinated pools.",Kurator Chorby
1.60a.png,"They clean ponds of algae by eating it. This makes them popular for home use. However, it is strongly advised not to use them for chlorinated pools.",Kurator Chorby
1.60b.png,"They clean ponds of algae by eating it. This makes them popular for home use. However, it is strongly advised not to use them for chlorinated pools.",Kurator Chorby
1.61.png,POKENAME floats on its belly on the surface of lakes. It can grab prey swimming by with its vines and hypnotize it with its belly pattern.,Kurator Chorby
1.61a.png,POKENAME floats on its belly on the surface of lakes. It can grab prey swimming by with its vines and hypnotize it with its belly pattern.,Kurator Chorby
1.62.png,POKENAME conceals its true body behind a large bud. This protects its soft interior so that it can float safely in the water.,Kurator Chorby
1.63.png,"This Pokémon devotes all its energy to growing, sleeping for most of the day. It only wakes up briefly in order to teleport to sunny spots.",r.isk
1.64.png,"The POKENAME uses its spoon to connect to plants around it, letting them grow at a much faster rate. It is often seen in neglected gardens.",nope11275
1.64.png,POKENAME channel healing power through the spoons they carry. Any sprout planted in a hole dug by their spoon grows quickly into a sturdy and beautiful plant.,Wildheartrazorfangs
1.64a.png,When a POKENAME is meditating the spoon it has will spread pollen throughout the nearby area. While in this state they are observant and aware.,krsgaming
1.65.png,"When a POKENAME is focused, its bulbs will produce pollen. It is said that the pollen can instantly heal any plant.",krsgaming
1.65.png,"Able to influence the growth of seeds with its psychic powers, POKENAME has recently been considered a bringer of bountiful harvests.",Cipher
1.66.png,"Playful by nature, POKENAME release spores with their punches that energize opponents. They only use their spores to encourage intense battles, never to hinder their foes.",Wildheartrazorfangs
1.67.png,POKENAME use their vines to create boxing rings in the forest to train for battle. A fog of spores drifting from a forest clearing is a sign that a group of POKENAME are hosting a tournament.,Wildheartrazorfangs
1.68.png,"POKENAME are considered protégé champions of the forest, known for their incredible strength. They often have trouble using their second pair of arms after evolving, so they use vines to stay organized.",Wildheartrazorfangs
1.69.png,POKENAME are formed when a budding sprout gains sentience and forms a body from its developing roots. POKENAME wrap their bodies around trees to blend in with the leaves and drain energy in hopes of blooming someday.,Wildheartrazorfangs
1.7.png,"When retracted into its shell, POKENAME is often mistaken for a large seed by park rangers and buried. Thankfully, it is an adept digger. ",kandyman
1.70.png,"Having grown a false body around the plant they sprouted from, POKENAME use their wide mouths to collect and eat berries all at once. The nutrients are converted into energy for their central bulb.",Wildheartrazorfangs
1.71.png,"With their bulbs now making up most of their body, POKENAME focus on collecting enough food and energy to bloom. They use their vines to gather fallen trees, dissolving them in their bulbs for nutrients.",Wildheartrazorfangs
1.72.png,Nobody knows what the inside of a POKENAME looks like beneath their outer bell. It is only known that they sprout vines that help them navigate around the water until they find sunny spots to rest.,Wildheartrazorfangs
